Central Park Food Cart,Central Park Mall Area, northwest side of the Bandshell,M010,2019-06-15,2023-12-31,null,M10-72-1A-C,null,null,Food Cart,
Central Park Food Cart,West 72 Street path, west of Daniel Webster,M010,2015-09-12,2019-12-31,null,M10-72-3-C,null,null,Food Cart,
Parks Commissioner Robert Moses converted the Sheepfold (which actually housed 200 South Down sheep that grazed across the street) into a restaurant named Tavern on the Green, which opened to the public on October 20, 1934. New Yorkers quickly embraced this new eatery and it soon became an integral part of the City's social life. From the late 1930s until 1943, the restaurant was closed and the building was used as the headquarters for the Civilian Patrol Corps. The restaurant reopened in 1943 under new management and was renovated into a year-round facility. By the 1950s, the structure was showing some wear and tear and underwent a further renovation by the designer Raymond Loewy. At that time the restaurant had been expanded to serve more than 1,200 diners and the number of parking spaces was doubled. A succession of management companies operated the restaurant until well-known New York restaurateur Warner LeRoy acquired the license in 1973. The revitalized restaurant became a popular destination for tourists and New Yorkers alike.  <BR><BR>,M10(34)-R,212-877-8684,http://tavernonthegreen.com/,Restaurant,
New Leaf Cafe,1 Margaret Corbin Drive,M029,2007-10-01,2020-01-22,New Leaf is open year-round serving locally-sourced, modern American fare and hosting weddings, parties, and other private events.  Just steps from The Cloisters museum and gardens, surrounded by majestic trees, the 1930&rsquo;s cottage and outdoor patio offer a one-of-a-kind experience for locals and tourists alike.  Whether you are at New Leaf for a meal in the main dining room, an event on the garden patio, or cocktails in the tavern room, the tranquil setting is a delightful reprieve from urban living.,M29-R,null,http://www.newleafrestaurant.com/,Restaurant,
West 79th Street Boat Basin Cafe,Rotunda at the West 79 Street Marina,M071,2016-04-14,2020-04-14,The Boat Basin Cafe is a casual outdoor restaurant, arranged in three sections & located in Riverside Park at the end of 79th Street on the Hudson River. There is an open air patio that overlooks the Marina and the Hudson River with breathtaking views of the sunsets over New Jersey. The covered Rotunda section in the middle of the restaurant has limestone arches overlooking the open air patio. All BBQ Grill parties are held underneath this covered area. Catering and private events are available. The last section is our circular open air area where most of our bar parties are held, weather permitting. The restaurant is open as early as late March and extends through the end of October.  This is all weather permitting. There is boat docking available for a fee.,M71-(79)-R,(212) 496-5542,http://www.boatbasincafe.com/,Restaurant,
Clearview Cafe,201-10 Cross Island Parkway,Q010,2010-06-30,2025-06-29,The Clearview Cafe, formerly the home of silent film star Rudolph Valentino and Mayor Fiorello LaGuardia, is a fine dining restaurant and banquet hall with breathtaking views of the nearby Throgs Neck Bridge and Little Neck Bay in Queens.  With a golf course view, flanked by an elegant patio, garden, and pond, the 170-seat ground floor, red velvet and mahogany-rich hideaway, which includes a bar and grand fireplace.  The second floor holds a 230-seat banquet space with floor-to-ceiling windows and offers a behind-the-scenes bridal suite that was once the bedroom of Valentino himself.,Q10-A-R,(718) 281 - 2233,http://www.veranda-restaurant.com/,Restaurant,
Terrace on the Park,52-11 111th Street,Q099,2014-05-01,2034-04-30,Terrace on the park is a full service Event and Catering Facility. The ballroom, fourteen stories high, presents breathtaking views of the New York skyline lit by the setting sun, or a crisp snowfall topping the trees in the park. The kitchen is well versed in preparation of a myriad of ethnic cuisines including southern Italy, contemporary American, and European. The desserts and wedding cake masterpieces are designed and baked on the premises. The private suites on the Ballroom level offer floor-to-ceiling windows, sunken dance floors, and dining rooms with service and amenities that rival a five star hotel. The Penthouse suite features an outdoor reception chapel area in a garden setting. On the well-manicured grounds there is a large gazebo, perfect for photos.,Q99-C-R,(718) 592-5000,http://www.terraceonthepark.com/,Restaurant,
World's Fair Marina Restaurant,1 Worlds Fair Marina,Q099,2002-11-06,null,The World's Fair Marina was originally built as an observation deck for the 1964 World's Fair. Today the World's Fair Marina is a restaurant and banquet hall. Located on Flushing Bay and overlooking La Guardia Airport, it is a picturesque location for weddings, to sweet 16's to any corporate event. The World's Fair team handles events from 50 to 500 people. Menu offerings include exotic Indian and continental cuisine.,Q99G-R,(718) 898-1200,http://www.worldfairmarina.com/,Restaurant,
South Shore Country Club,200 Huguenot Avenue,R104,2012-12-01,2024-01-14,South Shore Country Club is located in the heart of Staten Island overlooking the Golf Course. South Shore Country Club is a full service facility with a wide assortment of breakfast, lunch, dinner and bar selections for any event. The banquet staff can assist in arranging any event, from grand to intimate, including weddings, holiday parties, showers, conference, company parties, retreats, incentive dinners and reunions. Whether you are planning an intimate celebration or a luxurious reception you will find the South Shore Country Club's soft decor will present an elegant setting for all your guests.,R104-R,718-356-2771,http://grandoaksnyc.com/,Restaurant,
The Vanderbilt at South Beach,300 Father Capodanno Boulevard,R046,2000-11-09,2025-05-31,If your vision is a seaside wedding ceremony with a sunset cocktail reception, a super sweet sixteen, an extravagant Bat/Bar Mitzvah or even a full banquet on the beach, our specialized event planners will help you make your dream a reality! With dramatic ocean views, relaxing natural acoustics, and truly magnificent vista of the Verrazano Narrows Bridge, our facility is the perfect setting for any occasion you are planning! We take pride in our experience and ability in customizing every event to suit its needs, while making every special occasion memorable! We focus on all the details so you can relax and fully enjoy your event! As you embark on a journey through our website, www.VanderbiltSouthBeach.com, we invite you to discover a new horizon of elegance with a never ending focus on service, quality, and professionalism. Our magnificent oceanfront facility offers customized service & a refined elegance unmatched anywhere in New York!,R46-R,(718) 447-0800,http://www.vanderbiltsouthbeach.com/,Restaurant,
The Stone House,1150 Clove Road,R005,2012-05-31,2022-05-30,The perfect getaway in Clove Lakes Park. Escape the everyday grind and experience their fine dining in this picturesque setting on the lake. Enjoy brunch, lunch, dinner and cocktails. Have your wedding, anniversary, shower or corporate event. The restaurant features a great dining experience on their terrace or waterfront patio.,R5-SB,BR,R,(718) 442-3600,http://thestonehousesi.com/,Restaurant,
The Hudson,Dyckman Marina Restaurant,M029,2012-04-01,2027-03-31,The Hudson will offer BBQ, seafood, sandwiches, burgers, salads, and vegetarian cuisine,M28-R,null,https://thehudson.nyc/,Restaurant,
Battery Gardens Restaurant,1 Battery Park Plaza,M005,2004-01-16,2020-01-07,null,M5-F-R,(212) 809-5508,http://www.batterygardens.com/,Restaurant,
Bocce,Northern Plaza Pavilion,M089,2014-04-29,2029-04-28,Bocce Union Square is the NYC is located in the heart of Union Square Park, where patrons can enjoy pizza, Italian food, refreshing drinks and some friendly competition on the bocce court.,M89-SB-R,212-677-7818,https://bocceunionsquare.com/,Restaurant,
Arthur Kill Road Restaurant,Arthur Kill Road & Richmond Avenue,R013,null,null,null,R13-R,null,null,Restaurant,
Golden Ring, Inc.,595 Bedford Avenue at the corner of Bedford Avenue and Williamsburg Street,B222,2011-08-25,2021-02-19,Situated in the heart of Williamsburg, the concessionaire has been serving up Falafel for years.  In addition to falafel, it also offers other specialty Mediterranean dishes, including hummus (ground chickpeas), babaganoush (eggplant dip) and more.,B223-O-A-SB,(718) 384-6577,null,Snack Bar,
Conservatory Water Snack Bar,Adjacent to the beautiful Conservatory Waters, between 72nd & 75th streets,M010,2008-09-18,2020-09-17,Perched on the south side of Central Park's Conservatory Water, our Snack Shack offers gourmet snacks to park visitors from organic solar-popped popcorn to organic Blue Marble ice cream. Come enjoy one of our delicious snacks as you stroll around this peaceful sailboat pond.,M10(15)-SB,(646) 939-0020,http://www.lepainquotidien.com/store/central-park-conservatory-water/,Snack Bar,
Mineral Springs Cafe,Between 69th and 70th Streets and between Terrace Drive and Sheep Meadow,M010,2010-05-14,2022-05-13,Le Pain Quotidien bakery and communal table serves simple, elegant boulangerie fare - soup, salads, tartines (open-faced sandwiches), breakfast, homemade pastries, and its signature handmade organic bread.  A wide selection of breads is baked fresh daily in Le Pain Quotidien's central bakery in New York City and delivered every morning.
Special offerings at Le Pain Quotidien Mineral Springs include organic draft beer, organic ice cream, fresh homemade Belgian waffles, take-out baguette sandwiches, pre-packed picnic boxes, and free extended-range Wi-Fi.  The location also offers table service in the 30-seat dining room and 100-seat terrace overlooking Sheep Meadow, as well as to-go service from a take-out window.
Additionally, the cafe serves as a community gathering place and education center with its Communal Table at Mineral Springs program.  Each week it features a new educational program focusing on topics such as sustainability and the environment; eating organic and vegan; organic farming; bread and bread-making; and tastings of sustainably grown wine, olive oil, honey, and other foods.,M10-33-SB,(646) 663-3257,http://www.lepainquotidien.com/,Snack Bar,
Ballfields Cafe,Heckscher Ballfields, south of 65th Street & west of the carousel,M010,2013-06-01,2018-10-31,Directly bordering the Heckscher Ballfields in Central Park on its northeast side resides the Ballfields Cafe. Aptly named for its locale, this cafe is frequented by hungry spectators from the ball fields as well as strollers who stop by for a quick meal. This current building replaced an original Ballplayers House at the same site, which stood from 1873 to 1969. This quaint red and cream brick structure with its red-checkered tablecloths and green umbrellas serves up all of its items made to order. Besides the typical "Take me out to the ball game" fare, such as hot dogs and hamburgers, patrons will be pleased to find sandwiches and salads at reasonable prices. While dining outdoors, patrons can watch some of the baseball or softball games in action. Music from the nearby Carousel can be heard as it mingles with the cheers and jeers of the crowds as the crack of a bat hits a ball through the air.,M10-65-SB,(917) 432-9661 ,null,Snack Bar,
Arsenal Snack Bar,Basement of 830 5th Avenue,M010,2009-03-17,2024-03-16,Customers can get fresh breakfast items such as muffins, croissants, and bagels to accompany their cup of morning coffee or can stop by for soup or a sandwich for lunch.,M10-SB,(212) 439-6500,http://www.centralparkzoo.com,Snack Bar,
Dag Hammarskjold Plaza Cafe,342 East 47th Street,M203C,2013-08-21,2022-08-20,null,M203C-SB,null,http://hospitalityholdings.com.s168780.gridserver.com/index.php&Alpha;id=patio,Snack Bar,
Shake Shack,Southeast corner of Madison Square Park-near Madison Avenue and East 23rd Street,M052,2013-11-28,2025-11-27,Shake Shack is a modern day &acirc;&euro;&oelig;roadside burger stand&acirc;&euro; serving the most delicious burgers, hot dogs, frozen custard, beer and wine from Danny Meyer&acirc;&euro;&trade;s Union Square Hospitality Group. Shake Shack&acirc;&euro;&trade;s mission is to preserve (and add its spin on) the culinary traditions of classic American burger stands. Using the freshest high quality ingredients, all the food at Shake Shack is cooked to order (from burgers to shakes to everything in between). Since opening in 2004, Shake Shack has become a beloved NYC institution with a cult following.,M52-SB,(212) 889-6600,http://www.shakeshack.com/,Snack Bar,
Ellington In The Park,105th Street and Riverside Park,M071,2015-01-01,2023-12-31,The bi-level facilities are refreshingly minimalist: a wooden, well-stocked bar and a couple of portable grills. Although the view is of the roaring West Side Highway rather than lapping waves, and shouts can be heard from the nearby baseball games, the cafe manages to conjure a festive, splash-happy mood. Locals-mostly well-groomed young folk and families with small kids-crowd the semi-secluded oasis for hamburgers, sandwiches, salads and fruity concoctions either at the bar or at tables set up in front of it. On the weekends, the cafe serves brunch.,M71(105)-R,null,http://www.ellingtoninthepark.com/,Snack Bar,
Pier I Cafe,West 70 Street near Pier I,M353,2007-04-01,2022-03-31,Pier I Cafe is an outdoor cafe located along the Hudson River, in the newly constructed Riverside Park South.  Open air, scenic river views and dramatic sunsets, provide both an escape while adding another dimension to city life. Pier I Cafe offers a casual menu; the ingredients are high quality, fresh food.  Whether you order the Pat La Frieda burgers served on buns baked daily or the freshly squeezed blueberry lemonade,  you will have a relaxing and pleasurable experience.  Start your day sipping a latte or espresso at the coffee bar and end it with a white wine sangria or a thirst-quenching draft beer all while watching the boats go by.,M71-70-SB,(212) 362-4450,http://www.piericafe.com/,Snack Bar,
Rockaway Beach Snack Bars,Beach 86th Street, Beach 97th Street, and Beach 106th Street,Q163,2012-01-01,2020-12-31,Rockaway Beach Snack Bars are located on the Rockaway Beach Boardwalk in Queens. Menu items vary by location. The 106th Street Caracas snack bar offers arepas, which are corn flour- pita like rounds filled with a variety of ingredients. The 97th Street location has 8 different counters offering items from burgers, to beachy Korean fair, Italian ices, and lobster rolls. There is also a beach shop at this location where you can purchase clothing, sun tan lotion, and other beach related items. Finally the Beach 86th Street location or the "Rippers" offer breakfast burritos, tortas, burgers, and cold drinks for the hot summer days.,Q163-SB,null,http://www.caracasarepabar.com/rockaway.php,Snack Bar,
Astoria Pool Snack Bar,Astoria Pool,Q004,2012-07-06,2020-09-06,null,Q4-SB,null,https://surfshackny.wix.com/surfshack,Snack Bar,
Ederle Terrace Snack Bar,Ederle Terrace, 61-30 Van Wyck Expressway, overlooking Meadow Lake,Q099,2014-07-26,2025-07-25,null,Q99(2)-SB,null,null,Snack Bar,
Olmsted Cafeteria,Olmsted Center,Q099,2017-01-01,2021-12-31,null,Q99-J-SB,null,null,Snack Bar,
Rodman's Neck Snack Bar,The NYC Police Academy, Rodman,X039,2014-09-16,2020-09-15,Rodman's Neck Snack Bar is a friendly snack bar located in the NYC Police Academy firing range at the training facility in Pelham Bay Park, Bronx.,X039-VM-SB,null,null,Snack Bar,
Orchard Beach Snack Bar,3 Locations along the beach,X039,2012-05-04,2024-05-13,A friendly snack bar located in the Orchard Beach Park. Menu items include Hamburgers, hot dogs, chicken sandwiches, fried chicken, shish kabobs, fries, onion rings, nachos, wings, slushes, soda.,X39-C-BW-SB,(718) 518-1800,null,Snack Bar,
Dunkin' Donuts,1320 Hutchinson River Parkway,X101,2005-03-18,2020-03-17,Dunkin' Donuts provides customers with high quality coffee, bagels, donuts and other baked goods.,X101-O-R,(718) 863-8692,null,Snack Bar,
Wendy's,19 West 170th Street,X058,2005-11-01,2020-10-31,Wendy's in Keltch Memorial Park is located on 170th Street and Jerome Avenue. 
Wendy's menu consists primarily of hamburgers, chicken sandwiches, French fries and beverages, including the Frosty. Wendy's is known for its square ground beef hamburgers and the Frosty, a very thick milkshake. Wendy's offers breakfast, lunch, and dinner. 
,X58-R,(718) 681-0483,null,Snack Bar,
Harlem Meer Snack Bar,Harlem Meer,M039,2012-04-01,2020-03-31,For over 20 years, Maoz have been continuously working to offer the best tasting nutritious meals and falafel to their customers. With more than 15 signature salads and sauces made with the finest ingredients from local farmers and purveyors, we are always on the lookout for the best quality ingredients available.,M10-64-SB,null,http://www.maozusa.com/restaurants/locations/nyc,Snack Bar,
First Park Outdoor Cafe,Between East Houston Street and East First Street,M124,2011-11-07,2024-03-07,null,M124-SB,( 212) 529-8766,http://www.onmud.com/pages/mudpark,Snack Bar,
Peter Minuit Snack Bar,Pavilion,M005,2011-02-24,2019-05-26,null,M5-PM-SB,null,null,Snack Bar,
Battery Park Snack Bar,Battery Park,M005,2016-06-01,2021-05-31,null,M5-SB,null,null,Snack Bar,
Dredsurfer LLC,Beach 17th Street,Q162,2014-01-01,2022-12-31,The DreadSurfer snack bar began operations in 2014. The menu offers smoothies and standard fair such as hot dogs, hamburgers, and french fries. The DreadSurfer also offers specialty items such as crab legs, salmon burgers and Caribbean specialties like jerk chicken, curry goat, and oxtail. There is seating available right on the boardwalk where you can enjoy great views while enjoying a glass of wine or beer.,Q162-2-SB,null,null,Snack Bar,
Verdi Square Snack Bar,72nd Street and Broadway,M097,2016-07-27,2025-07-27,Le Pain Quotidien bakery and communal table serves simple, elegant boulangerie fare - soup, salads, tartines (open-faced sandwiches), breakfast, homemade pastries, and its signature handmade organic bread. A wide selection of breads is baked fresh daily in Le Pain Quotidien's central bakery in New York City and delivered every morning. The snack bar kiosk at Verdi Square offers "to go" coffee and pastries. The site also features an expanded seating area to comfortably enjoy a bite to eat.,M94-SB,null,http://www.lepainquotidien.com/,Snack Bar,
Columbus Park Snack Bar,Brooklyn Borough Hall,B113C,2018-04-02,2030-04-01,null,B113-C-SB,null,null,Snack Bar,
Prospect Park Snack Bar,Parade Grounds,B073,2014-08-18,2020-07-17,null,B73-SB,null,https://www.prospectpark.org/visit-the-park/places-to-go/parade-ground/,Snack Bar,
Delacorte Theatre Snack Bar,The Delacorte Theatre,M010,2016-03-31,2023-12-30,null,M10-DT-SB,null,null,Snack Bar,
Ocean Breeze Snack Bar,Ocean Breeze Athletic Complex,R149,2016-11-20,2025-01-19,null,R149-SB,null,null,Snack Bar,
Hunter's Point South Snack Bar,Hunter's Point South Park,Q471,2014-05-21,2022-05-20,Set against the breathtaking backdrop of Manhattan's skyline, LIC Landing  features a spectacular 2000 sq-ft outdoor event space and a high-quality outdoor cafe.  It is located in Long Island City's beautiful, brand-new waterfront park at Hunters Point South.,Q471-SB,(929) 296 0804,http://www.liclanding.com/,Snack Bar,
NY Dosas,North side of Washington Square at Sullivan Street,M098,2019-05-13,2024-05-12,The NY Dosas specialty cart, owned and operated by Thiru Kandasamy, known locally as "the Dosa Guy," serves up traditional Indian vegan fare near the corner of Sullivan Street and Washington Square South in Washington Square Park.  NY Dosas' menu includes such specialties as uthappam, samosas dosas, and vegan drumsticks.  Mr. Kandasamy's cart has been a critic's pick in the New York Magazine Restaurant Guide, and in 2007, he was the recipient of the coveted Vendy Award.,M98-EC-CG,(917) 710-2092,null,Specialty Cart,
Wafels & Dinges,West of the Scholar's Gate entrance at 60th Street,M010,2015-12-07,2020-12-06,Wafels & Dinges is renowned for their authentic, light and crisp Belgian liege waffles, which include ingredients brought directly from Belgium.  In 2009, they were awarded the coveted Vendy Award for Best Mobile Dessert Vendor and emerged victorious from an episode of Throwdown with Bobby Flay.,M10-9-CG,1-866-429-7329,http://www.wafelsanddinges.com/,Specialty Cart,
NANDITA, INC.,WEST SIDE OF EAST DRIVE AND 63RD ST.,M010,2015-11-25,2020-11-24,null,M10-63-ED-CG,null,null,Specialty Cart,
CAF&Eacute; PRODUCTS CORP.,COLUMBUS CIR. BEHIND THE USS MAINE MONUMENT,M010,2016-08-15,2021-08-14,null,M10-W59-CG,null,null,Specialty Cart,
Cafe Products Corp,Columbus Avenue and W. Street,M051,2018-05-11,2023-10-06,null,M51-CG,null,null,Specialty Cart,
Central Park Specialty Cart,East Drive and 63 Street,M010,2015-11-25,2020-11-24,null,M010-63-ED-CG,null,null,Specialty Cart,
PQR Pizza Food Cart,64th Street and 5th Avenue,M010,2019-11-18,2024-11-18,null,M10E-64-CG,null,null,Specialty Cart,
Central Park Specialty Food Cart,72nd Street and 5th Avenue,M010,2017-07-28,2022-07-27,null,M10-E72-CG,null,null,Specialty Cart,
Hanover Square Specialty Carts,Hanover Square,M212,2015-11-14,2020-11-13,null,M212-CG,null,null,Specialty Cart,
Rice the Great Specialty Food Cart,Thomas Paine Park,M030,2019-06-25,2024-06-24,null,M30-1-CG,null,null,Specialty Cart,
Imagination Playground Specialty Food Cart,Imagination Playground,M386,2017-11-02,2022-11-01,null,M386-CG,null,null,Specialty Cart,
King David Taco,26 Street and 5th Avenue,M052,2019-06-10,2024-06-03,null,M52-CG,null,http://kingdavidtacos.com/,Specialty Cart,
T. Roosevelt Park Specialty Food Cart,West 81 Street and Central Park West,M053,2016-08-17,2021-08-16,null,M53-CG,null,null,Specialty Cart,
Battery Park Specialty Food Cart,Battery Place and Washington Street,M005,2018-03-19,2023-03-18,null,M5-CG,null,null,Specialty Cart,
Riverside Park Specialty Food Cart,West 83rd Street and Riverside Park,M071,2017-09-01,2022-08-31,null,M71-83-CG,null,null,Specialty Cart,
Rvierside Park Specialty Food Cart,West 101 Street and Riverside Park,M071,2019-04-19,2024-04-18,null,M71-W101-CG,null,null,Specialty Cart,
Bowling Green Park Specialty Cart,Bowling Green Park,M007,2019-06-26,2024-06-25,null,M7-CG,null,null,Specialty Cart,
Dosa Specialty Food Cart,Washington Square and Thompson Place,M098,2015-11-28,2020-11-27,null,M98-3-CG,null,null,Specialty Cart,
Maria Hernandez Park Food Cart,Maria Hernandez Park,B016,2019-02-01,2023-12-31,null,B16-C,null,null,Fruit & Vegetable Cart,
